                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.77337,                 1.0094,                 1.1725,                0.71569,                0.66366,                0.71165,                0.42715,                 0.9778,                 1.2728,                 1.3848,              0.0056475,              0.0056475,              0.0056475
                    125,                0.74186,                 1.0271,                 1.1221,                0.73335,                0.67273,                0.73988,                0.45322,                 0.9513,                 1.2053,                  1.394,              0.0056327,              0.0056327,              0.0056327
                    126,                0.74849,                0.99493,                 1.1252,                0.72318,                0.62542,                0.69627,                0.42455,                0.94977,                 1.3281,                 1.3825,              0.0056179,              0.0056179,              0.0056179
                    127,                0.77749,                 1.0502,                 1.1574,                0.73133,                0.62727,                0.71108,                0.43421,                0.95034,                 1.2852,                  1.376,               0.005603,               0.005603,               0.005603
                    128,                0.76618,                 1.0339,                 1.1444,                0.74635,                0.66061,                0.72884,                0.44346,                0.97583,                 1.2525,                 1.4032,              0.0055882,              0.0055882,              0.0055882
                    129,                0.81875,                 1.2092,                  1.204,                0.73573,                0.60742,                0.69176,                0.40754,                 1.0171,                 1.3885,                 1.4396,              0.0055734,              0.0055734,              0.0055734
                    130,                0.81664,                 1.0861,                  1.218,                0.72577,                0.68182,                0.73148,                0.44201,                0.93721,                 1.2439,                 1.3393,              0.0055586,              0.0055586,              0.0055586
                    131,                0.77389,                 1.0769,                 1.1705,                0.76775,                 0.6303,                0.73999,                0.45038,                0.94973,                 1.2368,                 1.3655,              0.0055438,              0.0055438,              0.0055438
                    132,                0.76151,                 1.0154,                  1.145,                0.77221,                0.64242,                0.73545,                0.44823,                0.94253,                  1.251,                 1.3582,              0.0055289,              0.0055289,              0.0055289
                    133,                0.76838,                  1.136,                 1.1483,                0.80833,                0.61212,                0.70762,                0.43356,                0.96643,                 1.3374,                 1.3736,              0.0055141,              0.0055141,              0.0055141
                    134,                0.77315,                 1.0545,                  1.157,                0.76138,                0.65749,                0.72682,                0.45163,                0.92815,                 1.2733,                 1.3492,              0.0054993,              0.0054993,              0.0054993
                    135,                0.78122,                 1.1632,                 1.1659,                0.75818,                0.59394,                0.69203,                0.41819,                0.96751,                 1.3248,                 1.3932,              0.0054845,              0.0054845,              0.0054845
                    136,                0.73887,                 1.0295,                 1.1312,                0.73236,                0.63019,                 0.7057,                0.42752,                0.94028,                 1.3091,                 1.3777,              0.0054697,              0.0054697,              0.0054697
                    137,                0.74137,                 1.0193,                  1.123,                0.70578,                0.66667,                0.71297,                0.43667,                0.95218,                 1.2622,                 1.3949,              0.0054549,              0.0054549,              0.0054549
                    138,                0.84676,                 1.0854,                 1.2921,                0.77679,                0.63275,                0.72001,                0.43695,                0.92535,                 1.2907,                 1.3536,                0.00544,                0.00544,                0.00544
                    139,                0.75176,                0.96634,                 1.1505,                0.77314,                0.63636,                0.72407,                0.44119,                0.96898,                 1.2485,                 1.4168,              0.0054252,              0.0054252,              0.0054252
                    140,                0.76326,                0.99004,                 1.1422,                0.74844,                0.64012,                0.71662,                0.42709,                0.97488,                 1.2617,                 1.4148,              0.0054104,              0.0054104,              0.0054104
                    141,                0.75621,                0.94958,                  1.152,                0.74797,                0.60909,                0.70755,                0.43371,                0.95218,                  1.285,                 1.3717,              0.0053956,              0.0053956,              0.0053956
                    142,                0.73948,                0.97649,                 1.1209,                0.78213,                0.60606,                0.72112,                0.44351,                0.93632,                 1.2689,                 1.3671,              0.0053808,              0.0053808,              0.0053808
                    143,                 0.7652,                 1.0033,                 1.1443,                0.78938,                0.63333,                 0.7337,                0.43866,                 0.9472,                 1.3104,                 1.3488,               0.005366,               0.005366,               0.005366
                    144,                0.75543,                0.99434,                 1.1334,                0.73956,                0.64848,                0.71371,                0.43457,                0.94657,                 1.2714,                 1.3868,              0.0053511,              0.0053511,              0.0053511
                    145,                0.71564,                0.96975,                 1.1025,                0.77079,                0.62727,                0.73268,                 0.4384,                0.97372,                 1.2617,                 1.4031,              0.0053363,              0.0053363,              0.0053363
                    146,                0.74516,                 0.9412,                 1.1041,                0.78187,                0.57273,                0.70427,                0.42071,                0.96359,                 1.3387,                 1.4154,              0.0053215,              0.0053215,              0.0053215
                    147,                0.72649,                0.94572,                 1.1289,                0.82094,                0.63907,                0.73258,                0.45508,                0.94802,                 1.2011,                 1.3913,              0.0053067,              0.0053067,              0.0053067
